EE Provider ID	EE UID	Client Unique ID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732751	lmrm05221960l600m620	172046	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732752	rwlm03181964r254w452	402130	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732753	mlnm06191979m300l520	329213	36	36	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732755	lmlf11131983l320m420	420527	32	32	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732756	pglf11111968p430g456	344697	47	47	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732757	smrf06211973s620m640	188933	42	42	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732758	sgef02181987s250g650	289294	28	29	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732759	tfyf03061980t653f660	218041	35	35	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	732760	cltf02151990c240l340	347855	25	25	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733249	pdbm08181959p400d155	179960	56	56	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733250	hhcm01251967h610h230	288272	48	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733251	dcnm03201985d562c560	303935	30	30	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733252	pglf11111968p430g456	344697	47	47	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733696	swsm10111966s500w252	402826	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733697	kemm01111956k620e355	160758	60	60	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733699	wdsm02061982w450d220	417656	33	33	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	733700	smrf06211973s620m640	188933	42	42	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735019	djhm10141989d560j525	172032	26	26	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735026	jbtm12201957j520b300	70856	56	56	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735027	bcmm11301974b400c565	402258	41	41	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735028	smrm06231974s500m610	320781	41	41	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735031	jprm10231967j535p626	163753	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735032	klmm02161978k623l550	402256	37	38	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735033	asim04241973a350s560	409236	42	42	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735036	wdsm02061982w450d220	417656	33	33	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735039	prem04111963p410r200	419524	52	52	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735040	olpm07221961o320l125	200300	54	54	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735041	mdrt06141978m240d655	420825	37	37	Trans Female (MTF or Male to Female)	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735042	rprm07161959r550p620	209331	56	56	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735046	lmlf11131983l320m420	420527	32	32	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735048	csnt04121985c415s536	300905	30	30	Trans Female (MTF or Male to Female)	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735053	dfaf03221977d160f236	158986	38	38	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735193	oqif01031966o410q200	420702	50	50	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735536	wgim05231990w400g613	404217	25	25	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735537	dhrm04201968d500h630	183537	47	47	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735538	jalm07251989j440a450	415735	26	26	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735539	jeem10051960j500e163	158981	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735540	rwlm05221952r543w425	420897	63	63	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735620	wbom01251964w450b620	123122	51	52	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	735978	mmom12091957m635m400	299695	58	58	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736094	frcm04011947f630r263	190642	68	68	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736606	ltrm02081993l000t616	355355	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736609	dcnm03201985d562c560	303935	30	30	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736611	ncrm06301995n240c636	412307	20	20	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736612	jptm08011951j520p300	420997	64	64	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736613	kjhm08051939k530j525	419911	76	76	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736614	jwlm02141955j520w452	143061	60	61	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736615	dfrf08211964d630f655	146403	51	51	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736616	smrf06211973s620m640	188933	42	42	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	736617	kcof11271985k365c626	158745	30	30	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	737183	whnm02081953w400h560	2142	62	62	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	737184	rwlm03181964r254w452	402130	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738092	cjnm02251969c640j520	363079	46	46	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738093	mvum01031961m240v250	416284	55	55	Male	White (HUD)	Hispanic/Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738094	pglf11111968p430g456	344697	47	47	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738620	kmrm01251953k300m625	177647	63	63	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738621	wgem04021992w450g626	292185	23	23	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738622	wsim12051980w450s530	265171	35	35	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738627	vbnm01071966v624b530	200794	50	50	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738628	jprm06231997j535p626	421416	18	18	Male	Black or African American (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738630	smlm03301954s540m415	296887	61	61	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738632	eoef12301967e420o200	421434	48	48	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	738633	hlvf10281981h360l120	421417	34	34	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739168	rhwm10071959r254h400	421521	56	56	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739169	dasm04161982d130a423	401403	33	33	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739170	mjnm05231990m622j520	257407	25	25	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739171	bcsm04081988b653c200	373730	27	27	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739172	asem03091965a415s152	274376	50	50	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739173	pdnf07061957p520d523	300220	58	58	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739174	trcf07311967t220r263	363433	48	48	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739649	ldnm05281975l365d542	416394	40	40	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739650	jpam01161989j500p625	172060	27	27	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	739652	jprm10231967j535p626	163753	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	740145	kfnm12041986k650f536	271159	29	29	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741109	jeem10051960j500e163	158981	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741110	ddam04221992d130d616	403050	23	23	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741111	ltom04191952l200t520	421813	63	63	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741112	jgem09271977j500g656	183057	38	38	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741113	jprm10231967j535p626	163753	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741114	rbam08311967r163b634	411652	48	48	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741115	pglf11111968p430g456	344697	47	47	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741119	doef12191962d160o520	419527	53	53	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741706	mmnm05021967m600m532	179965	48	48	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741708	hhcm01251967h610h230	288272	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741709	jlim08141974j500l235	390892	41	41	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741711	cmom10161972c620m600	333763	43	43	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741712	kmnm09121967k530m560	76511	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741713	twam07261969t630w400	421940	46	46	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741715	mdvm01221955m240d120	421939	61	61	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741716	bsem08171983b650s363	421938	32	32	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741720	jcef07181977j530c200	206445	38	38	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	741723	djhm10151956d242j525	397646	59	59	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742363	na-m03121966n500a453	141942	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742405	jcom02101965j210c160	422042	50	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742846	ramm06201990r254a652	177283	25	25	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742847	wgem04021992w450g626	292185	23	23	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742881	lwlm10211974l600w452	231530	41	41	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	742981	ljfm03151974l523j162	124639	41	41	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743428	rgam07161972r543g620	422213	43	43	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743429	dsmm05311983d250s552	194795	32	32	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743431	rdrm01141958r263d610	142304	58	58	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743432	mlwm08071974m632l200	419124	41	41	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743438	wdsm02061982w450d220	417656	34	34	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743440	bsem08171983b650s363	421938	32	32	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	743441	kbnf01301990k623b530	422212	26	26	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744624	jsim05241966j500s162	416696	49	49	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744625	bcrm01221996b650c652	289580	20	20	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744626	dmcm05051983d540m260	169422	32	32	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744628	djhm07091987d130j525	422311	28	28	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744629	ajcm12271989a535j250	184737	26	26	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744630	trsm02211991t250r200	257677	24	24	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744631	hmlm02201974h236m452	468555	41	41	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744632	raum03061980r560a246	422312	35	35	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744633	dgtm12051964d130g360	185048	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744634	hmrm05241966h654m642	160297	49	49	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744635	jdam06181979j500d200	287048	36	36	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744636	jcef07181977j530c200	206445	38	38	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	744637	khrf03081992k600h620	358124	23	23	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745104	acnm10121971a536c540	312758	44	44	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745105	foom09141960f652o252	400414	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745106	jsam04131979j540s241	411485	36	36	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745107	jprm10231967j535p626	163753	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745108	rbrm06291979r100b616	371777	36	36	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745109	tgrf08191977t200g640	422375	38	38	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745117	cmom10161972c620m600	333763	43	43	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745534	aslm02221970a415s462	324453	45	46	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745535	rmtm06281949r240m320	419523	66	66	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	745536	jmlm11191974j210m450	377166	41	41	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746155	epim04231994e620p652	418362	21	21	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746156	dmcm05051983d540m260	169422	32	32	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746157	bcrm01221996b650c652	289580	20	20	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746158	foom09141960f652o252	400414	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746159	srzf08141990s530r260	422602	25	25	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	746160	pglf11111968p430g456	344697	47	47	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747600	bmmm10071968b650m516	422786	47	47	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747601	csrm03141978c362s640	421788	37	37	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747602	swsm10111966s500w252	402826	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747603	smlm03301954s540m415	296887	61	62	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747604	mtom08071972m240t650	211088	43	43	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747605	mmom12091957m635m400	299695	58	58	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	747606	wcam12141957w360c462	175495	58	58	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
